FECHA DE ULTIMA ACTUALIZACION DE INFORMACION,REGION,SERVICIO DE SALUD,COMUNA,COD. DEIS PUNTO (DONDE TRIBUTA RNI),NOMBRE DEL PUNTO ,DIRECCION DEL PUNTO,LATITUD,LONGITUD,HORARIO HÁBIL,EXTENSIÓN HORARIA,TIPO DE PUNTO ,CAMPAÑA ASOCIADA,OBSERVACIONES ,Fecha de actualización
2024-05-27 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,CARTAGENA,106421,PSR EL TURCO/ RONDA DIA VIERNES,CALLE PRINCIPAL S/N EL TURCO,,,VIERNES 09.30 A 12 HORAS,NO,RONDA RURAL,COVID-19 E INFLUENZA,NO,
2024-05-27 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,CARTAGENA,106408,PSR LO ABARCA RONDA DIA MARTES,PLAZA DE ARMAS LO ABARCA S/N,,,MARTES 09.30 A 12 HORAS,NO,RONDA RURAL,COVID-19 E INFLUENZA,NO,
27-05-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,CARTAGENA,106406,PSR LO ZARATE RONDA DIA LUNES,LO ZARATE S/N,,,LUNES 09.30 A 12 HORAS,NO,RONDA RURAL,COVID-19 E INFLUENZA,NO,
27-05-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,CARTAGENA,106326,PLAZA DE ARMAS DE CARTAGENA,MARIANO CASANOVA 210 CARTAGENA,,,VIERNES 09:00 A 12:30 HORAS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,CASABLANCA,106403,POSTA RURAL LAS DICHAS,LAS DICHAS S/N,,,PSR LAS DICHAS  9:00 A 15: 00 HORAS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
06-03-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,CASABLANCA,106404,POSTA  RURAL DE MAITENES,LOS MAITENES S/N,,,,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
06-03-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,CASABLANCA,106402,POSTA RURAL QUINTAY,QUINTAY S/N,,,,NO,RONDA RURAL,COVID-19 E INFLUENZA,NO,
06-03-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,CASABLANCA,106-405,PSR LAGUNILLA,LAGUNILLA S/N,,,,NO,RONDA RURAL,COVID-19 E INFLUENZA,NO,
2024-05-27 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,103103,HOSPITAL CLAUDIO VICUÑA,CARMEN GUERRERO 945,,,LUNES A VIERNES: 10:00- 14:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106308,CESFAM PLAZA JUSTICIA,PLAZA JUSTICIA 99 VALPARAISO,,,"LUNES A JUEVES 9:00-16:30, 
VIERNES 9:00-15:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106308,CESFAM PLAZA JUSTICIA,PLAZA JUSTICIA 99 VALPARAISO,,,MARTES Y JUEVES 9:00-12:30,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106301,CESFAM ESPERANZA,GALVARINO 7,,-71582603,"LUNES A JUEVES 09:00 A 12:30HRS-14:00 A 16:30HRS. 
VIERNES 09:00 A 12:00 HRS",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106306,CESFAM LAS CAÑAS,"LOS ALERCES 260, ESQUINA DEMOSTENES",,,"LUNES A JUEVES DE 9:00-17:00 
VIERNES 09:00 A 16:00 HRS.",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106306,CESFAM LAS CAÑAS,SANTA ISABEL LAS DELICIAS,,,"LUNES, MIERCOLES Y VIERNES, DE 10:00 A 15:00 HRS",NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106307,CESFAM MARCELO MENA,"AVENIDA ALEMANIA 5360, CERRO CARCEL",,,"LUNES A JUEVES  09:00 - 16:00
VIERNES 09:00 A 15:00",NO,EXTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106307,CESFAM MARCELO MENA,PLAZA CIVICA BELLAVISTA 410,,,"LUNES, MIERCOLES Y VIERNES, DE 9:30 A 13:00 HRS",NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106334,CESFAM PADRE DAMIAN,CABRITERIA NORTE 2055,"-33,057709","-71,561661",LUNES A JUEVES 09:00 A 13:30 HRS Y 14:30 A 16:00 VIERNES DE 09:00 A 13:30 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106334,CESFAM PADRE DAMIAN- SANTA ISABEL AGUA SANTA,"VARIANTE AGUA STA 4010, VALPARAÍSO","-3,31E+15",-715585748767151,JUEVES 6 Y VIERNES 7 DE 9:30 A 15:00 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,10304,CESFAM PLACILLA,UNIMARC AV. OBISPO VALDÉS SUBERCASEAUX 1170,,,LUNES A  VIERNES DE 09:30 A 13:00 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106312,CESFAM PUERTAS NEGRAS,VARGAS STOLLER # 1294,-330330,-713820,"LUNES A JUEVES DE 08:30 A 16:30 HORAS 
 VIERNES 08:30 A 15:30",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106311,CESFAM QUEBRADA VERDE,LEVARTE 1405,-33042161,-71645694,"LUNES A JUEVES 09:30 A 15:30 HRS, 
VIERNES DE 09:00 A 12:00
EXTENSIÓN MARTES Y JUEVES DE 17:30 A 19.30 HRS.",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,10304,CESFAM PLACILLA,TOTTUS CURAUMA AV. CARDENAL SAMORÉ 2290,,,SABADO Y  DOMINGO DE 10:00 A 14:00 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106311,CESFAM QUEBRADA VERDE,PLAZA VICTORIA CONDEL 1564 VALPARAISO,,,SABADO 11:00 A 15:00 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106311,CESFAM QUEBRADA VERDE,PLAZA VICTORIA CONDEL 1564 VALPARAISO,,,DOMINGO  11:00 A 15:00 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106303,CESFAM REINA ISABEL II,GEORGE WASHINGTON 1926,-33060844,-71592492,"LUNES A JUEVES 08:30-16:00 HRS, 
VIERNES 08:30 A 14:00 HRS.",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106303,CESFAM REINA ISABEL II,PORTAL VALPARAISO AV. ARGENTINA 51,-33060844,-71592492,SABADO 09:00- 13 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106303,CESFAM REINA ISABEL II,PORTAL VALPARAISO AV. ARGENTINA 51,-33060844,-71592492,"LUNES, MARTES Y VIERNES DE 09;00 A 13:00",NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106330,CESFAM RODELILLO,CALLE MERCED #4350,-33056307,-71577235,"LUNES A JUEVES 08:30 A 12:30 AM - 14:00 -16:00 PM HRS 
 VIERNES DE 09:00 A 12:30 AM - 14:00 -15:00 PM HRS",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106401,POSTA LAGUNA VERDE,GALVARINO #150 LAGUNA VERDE,-330615,-714004,LUNES A VIERNES DE 09:00 A 13:00 HORAS,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
06/04/2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106300,PLAZA VICTORIA,CONDEL 1564 VALPARAISO,,,LUNES A VIERNES DE 10:00 A 14:00HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
27-05-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,NAVIDAD,105320,CESFAM VALLE MAR,PLAZA GENERAL BONILLA 24,,,"LUNES A JUEVES DE 9:00 A 16:30 
 VIERNES 09:00 A 15:300 HRS.",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06/04/2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,NAVIDAD,115320,VALLEMAR,PLAZA GENERAL BONILLA 24,,,EXTRAMURO DOMINGO 9 DE JUNIO 10°°-13:00°° PLAZA NAVIDAD,NO,EXTRAMURO,COVID-19 E INFLUENZA,SI,
06/04/2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,NAVIDAD,115460,PSR PUPUYA,CASERIO PUPUYA S/N,,,MARTES Y JUEVES 8:30 A 12:30,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,NAVIDAD,115462,PSR RAPEL,ALDEA RAPEN S/N,,,2° Y 4° LUNES DEL MES DE 8:30 A 13:00 HRS,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
06/04/2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,NAVIDAD,115464,PSR SAN VICENTE,CAMINO A LITUECHE SIN NUMERO,,,1ER Y 3ER LUNES DEL MES DE 8:30 - 12:30,NO,RONDA RURAL,COVID-19 E INFLUENZA,NO,
06/04/2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106305,CESFAM JEAN Y MARIE THIERRY,SUBIDA EL LITRE 485,-33052658,-71609776,"LUNES A JUEVES DE 09:00 A 16:30. 
VIERNES DE 09:00 A 15:30",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06/04/2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,200268,SAR VALPARAISO,RODRIGUEZ 698,,,SABADO - DOMINGOS Y FESTIVOS 10:00 - 13:00 / 14:00 - 18:00,SI,INTRAMURO,SOLO INFLUENZA,NO,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106302,CESFAM BARON,BLANCO VIEL 651 C° BARON,-330390408715,"-71,60084274",LUNES A JUEVES 09:00 A 16:00 Y VIERNES 09:00 A 15:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106302,CESFAM BARON,PORTAL VALPARAISO AV. ARGENTINA 51,,,MIERCOLES Y JUEVES DE 09:00 A 14:00,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,106333,CESFAM 30 DE MARZO,BROCKMAN 1700,"-3,36E+15","-7,16E+15","LUNES A JUEVES: 08:00  A 16:00 
VIERNES 08:30 A 15:00 ",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,106319,CESFAM BARRANCAS,BARROS LUCO 2370,,,"LUNES A JUEVES DE 8:30 A 16:00HRS 
S 
VIERNES DE 14 A 15HRS
EXTENSION HORARIA LUNES Y MIERCOLES DE 17:00 A 19:30 HORAS",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,106-336,VACUNATORIO CESFAM DMBH,REINLADO BARAHONA 1150,,,"LUNES A JUEVES DE 8:30 A 16:00 HORAS 
VIERNES DE 8:30 A 15HRS
EXTENSION HORARIA LUNES Y MIERCOLES DE 17:00 A 19:30 HORAS",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,PUNTO DE VACUNACION FERIA TEJAS VERDES,ARRAYAN (FERIA LIBRE D ETEJAS VERDES),,,SABADO 08.06.2024: 10:00- 13:30 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,106-7336,CECOSF CERRO ALEGRE,AV. KROPPS 585,,,LUNES A VIERNES DE 9 A 12:30HRS,SI,EXTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,106329,CESFAM NESTOR FERNANDEZ THOMAS,JOSE MIGUEL CARRERA VERDUGO #1053,,,"LUNES A JUEVES DE 8:30 A 16:00 HRS 
VIERNES 8:30 A A 15:00 
LUNES EXTENSION DE 17:00 A 19:30 
VIERNES EXTENSIÓN DE 16:00 A 18:30",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,106314,CESFAM SAN ANTONIO,LUCIA SUBERCASEAUX 116,,,"LUNES A JUEVES DE 8:30  A 16:00 HORAS 
VIERNES 8:30 A 15:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,PSR SAN JUAN EL TRANQUE,"AV. SAN JUAN Nº 2698 LO GALLARDO, SECTOR LLLOLLEO SAN ANTONIO -CHILE",,,LUNES  9:00-13:00  14:00-16:00,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SANTO DOMINGO,106337,CESFAM SANTO DOMINGO,LAS HORTENCIAS 146 SANTO DOMINGO,,,LUNES A VIERNES 9:00 13:00 Y 14:00 A 16:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,PSR CUNCUMEN,"AV LA CANCHA 173, CUNCUMEN",,,PRIMER Y TERCER MARTES DEL MES  9:00-13:00  14:00-16:00,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
04-0-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,PSR EL ASILO,"EL ASILO S/N, EL ASILO",,,SEGUNDO MARTES DEL MES  9:00-13:00  14:00-16:00,,,,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,PSR AGUAS BUENAS,"EL PROGRESO S/N, AGUAS BUENAS",,,CUARTO MARTES DEL MES AM 9:00 A 13:00,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,PSR MALVILLA,RUTA G-794 MALVILLA,,,CUARTO MARTES DEL MES PM 14:00 A 16:00,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,PSR LEYDA,LEYDA S/N,,,MIERCOLES  9:00-13:00  14:00-16:00,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
06-04-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,CECOSF LO GALLARDO,"AV. SAN JUAN Nº 2698 LO GALLARDO, SECTOR LLLOLLEO SAN ANTONIO -CHILE",,,"JUEVES 9:00- 13:00   14:00-16:00
",NO,RONDA RURAL,COVID-19 E INFLUENZA,,
06-03-2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,SAN ANTONIO,,CESFAM SAN ANTONIO,LUCIA SUBERCASEAUX 116,,,LUNES A JUEVES DE 8:30 A 16:00 Y VIERNES DE 8:30 A 15:00,NO,EXTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,EL TABO,106416,CECOSF LAS CRUCES,"LINCOLN 174, 2690937 LAS CRUCES, EL TABO",,,LUNES A VIERNES 10 A 12:30,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
0406/2024,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,EL TABO,106338,CESFAM EL TABO,SAN MARCOS 729,,,"LUNES A JUEVES 8:30- 16:30, 
VIERNES: 8:30- 15:30
SÁBADO 9:00- 13:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,EL TABO,106338,EL TRIANGULO,LOS BOLDOS CON ALIANZA EL TABO PC 49,,,"LUNES A JUEVES 9:00- 12:30 Y 14:00- 16:00 ,
VIERNES DE 9:00- 12:30 Y 14:00 A 15:00 HORAS ",NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,ALGARROBO,106327,CESFAM ALGARROBO,CARABINEROS DE CHILE 2250 ALGARROBO,,,LUNES A VIERNES 09-15: HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-04-06 0:00:00,VALPARAISO,S.S. VALPARAÍSO SAN ANTONIO,VALPARAISO,106304,CESFAM PLACILLA,OCTAVA 724,,,"LUNES A JUEVES 9.00 A 16.00 HRS
VIERNES DE 9.00 A 15.00 HRS.",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM DR JORGE KAPLAN,"CALLE 9 S/N PARADERO 8 1/2, REÑACA ALTO",,,LUNES A VIERNES 09:00 - 16:00; VIERNES 09:00 - 15:00 :00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM NUEVA AURORA,VARIANTE AGUA SANTA P/ 5  -  NUEVA AURORA,,,LUNES A JUEVES 09:00 A 16:00 HRS; VIERNES 09:00 - 15:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM LUSITANIA,"CALLE BELLAVISTA 1228,  MIRAFLORES ALTO",,,LUNES A JUEVES 09:00 - 15:30 HRS; VIERNES 09:00 - 12:30 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM MIRAFLORES,"AV. EDUARDO FREI S/N, ESQUINA EL MEMBRILLO, MIRAFLORES ALTO",,,LUNES A JUEVES 09:00 - 16:00 HRS; VIERNES 09:00 - 15:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM LAS TORRES,"AVENIDA LA PAZ, ESQUINA PAKARATI, FORESTAL ALTO",,,LUNES A JUEVES 09:00 A 16:00 HRS; VIERNES 09:00-14:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM GOMEZ CARREÑO,"DIECINUEVE PONIENTE 5650, 4° SECTOR GÓMEZ CARREÑO",,,LUNES A JUEVES  09:00 A 16:00 HRS; VIERNES 09:00 - 15:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM BRIGIDA ZAVALA,"AV. BLANCA VERGARA 1792, FORESTAL ALTO",,,LUNES A JUEVES  09:00  16:00 HRS; VIERNES 09:00 - 14:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM MARCO MALDONADO,ÁLVAREZ 1682,,,LUNES A VIERNES 09:00 -16:00; HRS VIERNES 09:00 - 15:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM MARCO MALDONADO,ÁLVAREZ 1682,,,LUNES A VIERNES 16:00 - 18:00 HRS,SI,INTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CESFAM JUAN CARLOS BAEZA,"AV. TAMARUGAL 350, EL OLIVAR",,,LUNES A JUEVES 09:00 A 15:30 HRS; VIERNES 09:00 A 12:30 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CECOSF SANTA JULIA,"AV. CAMPOS DE FLORES 46, STA. JULIA",,,LUNES A JUEVES 09:00 A 15:30 HRS; VIERNES 09:00-15:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,CAPILLA HOSPITAL GUSTAVO FRICKE,ALVAREZ 1532 (AL LADO DE CONSULTORIO DE ESPECIALIDADES AMBULATORIAS DEL HOSPITAL GUSTAVO FRICKE),,,LUNES A JUEVES 09:00 A 16:00 HRS; VIERNES 09:00 A 15:00 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,ESPACIO URBANO,AV BENIDORM 961,,,LUNES A JUEVES 16:00 A 19:00 HRS. VIERNES 15:00 A 19:00 HRS. SABADO 09:30 A 17:00 HRS,SI,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,VIÑA DEL MAR,,MALL MARINA ORIENTE,14 NORTE 976,,,LUNES A SABADO 13:00 A 19:00 HRS,SI,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,HIJUELAS,,CESFAM DR ORLANDO ORREGO TORRES,MANUEL RODRIGUEZ 405 (PARADERO 5),,,LUNES A JUEVES DE 08:30 A 16:00 HR Y VIERNES DE 08:30 A 15:00 HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,HIJUELAS,,PSR ROMERAL,LOS PINOS CARRTERA F 301 KM 25 ROMERAL,,,LUNES A JUEVES DE 08:30 A 16:00 HRS Y VIERNES DE 08:30 A 15:00 HRS,SI,INTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,HIJUELAS,,CESFAM OCOA,"PLAZOLETA 3, SECTOR RABUCO",,,LUNES A JUEVES DE 8:30 A 16:30 HRS Y VIERNES DE 8:30 A 15:00 HRS. SÁBADO 9:00 A 12:00 HRS,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,ZAPALLAR,,"SEDE DE ADULTO MAYOR ""VOLVER A LOS 17""","SAN ALFONSO 316, CATAPILCO",,,LUNES A VIERNES  DE 9:30 A 15:30 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,ZAPALLAR,,EMR LA LAGUNA,"AV. LA FLORIDA  799, LA LAGUNA",,,VIERNES DE 9:00 A 13:00 HRS.,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,ZAPALLAR,,EMR CACHAGUA,"AV. CACHAGUA 100, CACHAGUA",,,MARTES DE 9:00 A 13:00 HRS,NO,EXTRAMURO,COVID-19 E INFLUENZA,NO,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,ZAPALLAR,,CESFAM ZAPALLAR,"MOISES CHACON N°168, ZAPALLAR",,,LUNES A JUEVES 08:00 A 17:00 HRS. VIERNES 8:00 A 16.00HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,LA CALERA,,CESFAM LA CALERA,NUEVA TREINTA Y TRES 1934,,,LUNES A JUEVES 08:30 A 18:30 Y VIERNES 08:30-15:30 HRS  SABADO 09:30 A 12:30,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,LA CALERA,,CESFAM ARTIFICIO,CAMILO HENRÍQUEZ 88,,,LUNES A JUEVES 08:30 A 16:30 Y VIERNES 08:30 A 15:30 HRS. SABADO DE 09:30 A A12:30,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
2024-03-06 0:00:00,VALPARAISO,S.S. VIÑA DEL MAR QUILLOTA,LA CALERA,,CECOSF SGG,LORD COCHRANE 782,,,LUNES A JUEVES 09.00 A 14:30 HRS. VIERNES 09:00 A 14:00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,NO,
