FECHA DE ULTIMA ACTUALIZACION DE INFORMACION,REGION,SERVICIO DE SALUD,COMUNA,COD. DEIS PUNTO (DONDE TRIBUTA RNI),NOMBRE DEL PUNTO ,DIRECCION DEL PUNTO,LATITUD,LONGITUD,HORARIO HÁBIL,EXTENSIÓN HORARIA,TIPO DE PUNTO ,CAMPAÑA ASOCIADA,OBSERVACIONES ,Fecha de actualización
06-04-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,HUECHURABA,109718.0,CECOSF LOS LIBERTADORES,SAN PEDRO DE ATACAMA 1925,-333601589,-706860131,LUNES A JUEVES 9:00 A 16:00/VIERNES 09:00 A 15:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,LAMPA,109311.0,CESFAM JOSE BAUZA FRAU,BARROS LUCO 352,-33287861,-70885073,LUNES A JUEVES 09:00 A 20:00 - VIERNES 9:00 A 19:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,LAMPA,201212.0,CESFAM JUAN PABLO II,CACIQUE COLIN 2049,-33283217,-707579,LUNES A JUEVES 09:00 A 20:00 - VIERNES 9:00 A 19:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,LAMPA,109312.0,CESFAM BATUCO,SANTA ELENA 180,-33238148,-70810968,LUNES A JUEVES 09:00 A 20:00 - VIERNES 9:00 A 19:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,QUILICURA,109324.0,CESFAM PDTE SALVADOR ALLENDE GOSSENS,SANTA LUISA #290,-33353822,-70738078,LUNES A VIERNES 08:00 A 17:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,QUILICURA,109315.0,CESFAM MANUEL BUSTOS,AVENIDA LO CRUZAT #0486,-33353908,-70720736,LUNES A VIERNES 08:00 A 17:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,QUILICURA,201091.0,CESFAM MARTA UGARTE ROMAN,AV. OHIGGINS #460,,,LUNES A VIERNES 08:00 A 17:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,QUILICURA,109313.0,CESFAM IRENE FREI,SAN LUIS # 525,-33.364.882,-70.746.565,LUNES A VIERNES 08:00 A 17:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109390.0,CESFAM CRISTO VIVE,AV RECOLETA 4125,-33.386.753,-70.641.604,LUNES A VIERNES 08:30 A 16:00 HORAS HORARIO CONTINUADO,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109301.0,CESFAM RECOLETA,AV. RECOLETA 740,,,LUNES A JUEVES 9:00 - 15:30 HRS HORARIO CONTINUADO  / VIERNES 9:00 - 13:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109301.0,CESFAM RECOLETA,AV. RECOLETA 740,,,MARTES - JUEVES 17:00 - 19:00 HRS,,,,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109303.0,CESFAM QUINTA BELLA,JUSTICIA SOCIAL 185,,,LUNES A VIERNES 9:00 - 13:00 HRS HORARIO CONTINUADO,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109303.0,CESFAM QUINTA BELLA,JUSTICIA SOCIAL 185,,,MARTES - JUEVES 17:00 - 19:00 HRS,,,,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109304.0,CESFAM PATRICIO HEVIA,LOS CIPRESES 1892,-334.101.489.320.804,-706.311.727.453.737,LUNES A VIERNES 9:00 - 14:00 HRS HORARIO CONTINUADO,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109304.0,CESFAM PATRICIO HEVIA,LOS CIPRESES 1892,,,MARTES - JUEVES 17:00 - 19:00 HRS,,,,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109307.0,CESFAM PETRINOVIC,TTE. JUAN COLIPI 670,-333842144391281,-706449540742098,LUNES A VIERNES 9:00 - 15:00 HRS HORARIO CONTINUADO,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,RECOLETA,109307.0,CESFAM PETRINOVIC,TTE. JUAN COLIPI 670,,,MARTES - JUEVES 17:00 - 19:00 HRS,,,,SI,
06-05-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,TIL TIL,109104.0,VACUNATORIO HOSPITAL COMUNITARIO,DANIEL MOYA Nº 100,-33.085.344,-70.922.956,LUNES A JUEVES 08:30 A 17:00/ VIERNES DE 08:30 A 16:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-05-2024,METROPOLITANA,S.S. METROPOLITANO NORTE,TIL TIL,109320.0,CESFAM HUERTOS FAMILIARES,3 ORIENTE 221,-3.313.540.000.000.000,-708.004.056.713.426,LUNES A JUEVES 08:30 A 16:00 HRS / VIERNES HASTA 8:30 15:00 HRS,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,LA REINA,12-320,CESFAM JUAN PABLO II,PARINACOTA 440,,,"LUNES A JUEVES 09 A 16.30 HRS 
VIERNES 09:00 A 15.30",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,LAS CONDES,12-304,CESFAM ANIBAL ARIZTIA,PUAL HARRIS 1140,,,"LUNES A JUEVES 08:30 A 16:30  
 VIERNES 08:30 A 15:30 ",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,LAS CONDES,12-306,CESFAM APOQUINDO,CERRO ALTAR 6611,,,"LUNES A JUEVES 08:30 A 16:00     
VIERNES 8:30 A 15:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,LO BARNECHEA,12-307,CESFAM LO BARNECHEA,EL RODEO 13533,,,"LUNES A JUEVES 08:30 A 16:30 HRS.
VIERNES: 08:30 A 15:30 HRS. 


",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,MACUL,12-312,CESFAM FELIX DE AMESTI,LAS TORCAZAS 5570,,,"LUNES A JUEVES  09 A 16.00 HRS  
VIERNES 09:00 A 15.00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,MACUL,12-319,CESFAM PADRE ALBERTO HURTADO,ARTURO PRATT 4345,,,"LUNES A JUEVES  09 A 16.00 HRS 
 VIERNES 09:00 A 15.00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,MACUL,12-314,CESFAM SANTA JULIA,SANTA JULIA 2309,,,"LUNES A JUEVES 09:00 A 16:30
 VIERNES 09:00 A 15:30",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,ÑUÑOA,12-310,CESFAM ROSITA RENARD,"LAS ENCINAS 2801, ÑUÑOA",,,"LUNES A JUEVES 09:00 A 16:00 
VIERNES DE 9:00-14:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,ÑUÑOA,12-311,CESFAM SALVADOR BUSTOS,AV. GRECIA 4369,,,"LUNES A JUEVES 09:00 A 16:00 
VIERNES DE 9:00-14:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PEÑALOLEN,12-314,CESFAM LA FAENA,AVDA. ORIENTAL 7250,,,"LUNES A JUEVES 08:30 A 16:00 
VIERNES 8:30 A 15:00
SABADO 9:00 A 13:00",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PEÑALOLEN,12-315,CESFAM SAN LUIS,LA PRADERA 5370,,,"LUNES A JUEVES 08:30 A 16:00 
VIERNES 8:30 A 15:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PEÑALOLEN,12-316,CESFAM CAROL URZUA,CONSISTORIAL 1960,,,"LUNES A VIERNES 08:30 A 16:00 
VIERNES 9:00 A 15:00                    
 SABADO DE 9:00 A 13:00 ",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PEÑALOLEN,12-318,CESFAM LO HERMIDA,CORONEL ALEJANDRO SEPÚLVEDA 6931,,,"LUNES A JUEVES 08:30 A 16:00 
VIERNES 8:30 A 15:00
SABADO 9:00 A 13:00",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PEÑALOLEN,12-321,CESFAM CARDENAL SILVA HENRIQUEZ,CALLE RÍO CLARO 1020,,,"LUNES A JUEVES 08:30 A 16:00 
VIERNES 8:30 A 15:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PEÑALOLEN,12-322,CESFAM PADRE GERARDO WHELAN,LITORAL 5960,,,"LUNES A JUEVES 08:30 A 16:00 
VIERNES 8:30 A 15:00",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PEÑALOLEN,201-112,CESFAM LAS TORRES,PRINCIPAL 5511,,,"LUNES A JUEVES 08:30 A 16:00 
VIERNES 8:30 A 15:00
SABADO 9:00 A 13:00",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PROVIDENCIA,12-302,CESFAM ALFONSO LENG,AV. MANUEL MONTT 303,,,"LUNES A JUEVES 09:00 A 16:00 
VIERNES 9:00 A 15:00                             ",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PROVIDENCIA,12-301,CESFAM HERNAN ALESSANDRI,LOS JESUITAS 875,,,"LUNES A JUEVES 09:00 A 18:00 
VIERNES 9:00 A 15:00        
SABADO 9:30 A 12:00                     ",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,PROVIDENCIA,12-303,CESFAM EL AGUILUCHO,EL AGUILUCHO 3292,,,"LUNES A JUEVES 09:00 A 18:00 
VIERNES 09:00 A 15:00 
SABADO 9:30 A 12:00",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-04-2024,METROPOLITANA,,VITACURA,12-309,CESFAM VITACURA,INDIANA 1195,,,"LUNES A JUEVES 09:00 A 16:30
VIERNES 09:00 A 15:30 

                                                             


                                         ",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN BERNARDO,113315,CESFAM CONFRATERNIDAD,MARTIN DE SOLÍS # 14210,-33589051,-70682961,"LUNES A JUEVES DE 8:30 A 16:00 HRS, VIERNES DE 8:30 A 15:00 HRS",NO,INTRAMURO /EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN BERNARDO,113316,CESFAM CAROL URZUA,MENDOZA # 855,"-33.575.111,00","-70.703.271,00","LUNES A JUEVES DE 8:30 A 16:00 HRS, VIERNES DE 8:30 A 15:00 HRS",NO,INTRAMURO /EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN BERNARDO,113394,CESFAM EL MANZANO,SANTA TERESA #1876,-33.590.571,-70.666.251,"LUNES A JUEVES DE 8:30 A 16:00 HRS, VIERNES DE 8:30 A 15:00 HRS",NO,INTRAMURO /EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN BERNARDO,113330,CESFAM RAUL BRAÑES,CONDELL #1036,-33.598.671,-70.680.377,"LUNES A JUEVES DE 8:30 A 16:00 HRS, VIERNES DE 8:30 A 15:00 HRS",NO,INTRAMURO /EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN BERNARDO,113313,CESFAM RAUL CUEVAS,SAN ALFONSO #1201,-33.591.983,-70.702.241,"LUNES A JUEVES DE 8:30 A 16:00 HRS, VIERNES DE 8:30 A 15:00 HRS",NO,INTRAMURO /EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN BERNARDO,113328,CESFAM JOAN ALSINA,FERNANDO MARQUEZ DE LA PLATA,-3.361.240.000.000.000,-707.013.281.039.405,"LUNES A JUEVES DE 8:30 A 16:00 HRS, VIERNES DE 8:30 A 15:00 HRS",NO,INTRAMURO /EXTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,EL BOSQUE,113312,CESFAM CARLOS LORCA,CLAUDINA PARRA 11028,-33.554.149,-70.666.968,LUNES A JUEVES DE 8:00 A17:00 HRS VIERNES 08:00 A 16:00/,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,EL BOSQUE,113323,CESFAM MARIO SALCEDO,MAR BÁLTICO 13256,"-33.581.911,00","-70.668.781,00",LUNES A JUEVES DE 8:00 A17:00 HRS VIERNES 08:00 A 16:00/,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,EL BOSQUE,113317,CESFAM SANTA LAURA,INDIO JERÓNIMO 10460,"-33.551.641,00","-70.688.751,00",LUNES A JUEVES DE 8:00 A17:00 HRS VIERNES 08:00 A 16:00/,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,EL BOSQUE,113324,CESFAM HAYDEE LOPEZ,LOS RAULIES 11530,"-33.571.551,00","-70.667.061,00",LUNES A JUEVES DE 8:00 A17:00 HRS VIERNES 08:00 A 16:00/,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,EL BOSQUE,113314,CESFAM CÓNDORES DE CHILE,AUGUSTO DHALMAR 555,"-33.561.362,00","-70.674.691,00",LUNES A JUEVES DE 8:00 A17:00 HRS VIERNES 08:00 A 16:00/,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,EL BOSQUE,113329,CESFAM C. ORLANDO LETELIER,LO MORENO 890,"-33.578.041,00","-70.677.851,00",LUNES A JUEVES DE 8:00 A17:00 HRS VIERNES 08:00 A 16:00/,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PEDRO AGUIRRE CERDA,111303,CESFAM LO VALLEDOR NORTE,COOPERACIÓN 4661,"-33.495.121,00","-70.683.251,00",LUNES A JUEVES DE 8:30 A 16:00 HRS VIERNES 08:30 A 15:00,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PEDRO AGUIRRE CERDA,113331,CESFAM EDGARDO ENRIQUEZ,CLOTARIO BLEST 2650,"-33.479.831,00","-70.669.071,00",LUNES A JUEVES DE 8:00 A 16:00 HRS VIERNES 08:30 A 15:00,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PEDRO AGUIRRE CERDA,113306,CESFAM PADRES PIERRE DUBOIS,LOS COMANDOS 4772,"-33.489.871,00","-70.675.841,00",LUNES A JUEVES DE 08:00 A 16:00 HRS VIERNES 08:00 A 15:00,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
27-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PEDRO AGUIRRE CERDA,113303,CESFAM AMADOR NEGHME,ALHUÉ 2085,-33.503.721,-70.676.541,LUNES A JUEVES DE 08:30 A 16:00 HRS VIERNES 08:30 A 15:00,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
05-06-2024,METROPOLITANA,SS. METROPOLITANO SUR,LA GRANJA,113307,CESFAM PADRE ESTEBAN GUMUCIO,PADRE ESTEBAN GUMUCIO VIVES 281,"-33.519.471,00","-70.624.011,00",LUNES A JUEVES DE 9:00 A 16:00 HRS VIERNES 09:00 A 14:00 / SABADO 08:00 A 14:00 HORAS,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
06-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,VACUNACIÓN EXTRAMURAL CESFAM BARROS LUCO,ANGEL GUARELLO #1319,,,LUNES A JUEVES 09:00 - 16:00 VIERNES 09:00 A 15:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
17-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,LO ESPEJO,113309,CESFAM JULIO ACUÑA P,AV.CENTRAL 8260,"-33.506.091,00",-70692201,LUNES A JUEVES DE 8:30 A 19 HORAS / VIERNES DE 8:30 A  18 HORAS,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
17-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,LO ESPEJO,113396,CESFAM PUEBLO LO ESPEJO,AV.LO ESPEJO 2891,"-33.534.691,00",-70.696.341,LUNES A JUEVES DE 8:30 A 19 HORAS / VIERNES DE 8:30 A  18 HORAS,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
17-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,LO ESPEJO,113310,CESFAM MARIELA SALGADO,CARDENAL CARO 3849,"-33.507.461,00",-70694111,LUNES A JUEVES DE 8:30 A 19 HORAS / VIERNES DE 8:30 A  18 HORAS,SI,INTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PAINE,13-318,CESFAM MIGUEL ANGEL SOLAR,AV. GENERAL BAQUEDANO 214,"-33.737.754,00",-70741333,LUNES A JUEVES DE 9:00 A 16:00 HRS VIERNES 09:00 A 15:00/,NO,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PAINE,13-319,CESFAM RAÚL MOYA,AV DIEGO PORTALES SN,,,LUNES A JUEVES DE 9:00 A 16:00 HRS VIERNES 09:00 A 15:00/,NO,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PAINE,13-408,POSTA RURAL PINTUE,ALFONSO LETELIER S/N,-33.878.048,-70.885.907,LUNES A JUEVES DE 9:45 A 16:00/ VIERNES 9:45- 15:00,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PAINE,13-409,POSTA RURAL HUELQUEN,CARLOS DE GAVARDO S/N SEDE ASOCIACION DE FUTBOL,"-33.832.711,00",-70643371,LUNES A JUEVES DE 9:45 A 16:00/ VIERNES 9:45- 15:00,NO,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PAINE,13-410,POSTA RURAL RANGUE,ALFONSO LETELIER S/N,-33.850.752,-70942806,LUNES A JUEVES DE 9:45 A 16:00/ VIERNES 9:45- 15:00,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PAINE,13-411,POSTA RURAL ABRANTES,ALFONSO LETELIER S/N,-33.859.261,-70850687,LUNES A JUEVES DE 9:45 A 16:00/ VIERNES 9:45- 15:00,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,PAINE,13-412,POSTA RURAL CHADA,CAMINO VEC. INTERIOR S/N,-33900747,-70660518,LUNES A JUEVES DE 9:45 A 16:00/ VIERNES 9:45- 15:00,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
03-06-2024,METROPOLITANA,SS. METROPOLITANO SUR,CALERA DE TANGO,113334,CESFAM LOS BAJOS DE SAN AGUSTÍN,AV. CALERA DE TANGO PARADERIO 13,-33.537.441,-70648041,LUNES A VIERNES 9:00 A 16:00 / VIERNES 9:00 A 13:00HRS,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
03-06-2024,METROPOLITANA,SS. METROPOLITANO SUR,CALERA DE TANGO,113321,CESFAM CALERA DE TANGO,"CAMINO LONQUEN SUR, PARADERO 21","-3,36E+07",-70811351,LUNES A JUEVES DE 9:00 A 15:00 HRS / VIERNES 9:00 A 12:00HRS,NO,INTRAMURO,BIVALENTE E INFLUENZA,SI,
06-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,LO ESPEJO,,CESFAM CLARA ESTRELLA,ZAPIGA N° 01750,,,SABADO 27 DE ABRIL   10 :00 A 13 HORAS,,,,SI,
06-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,CESFAM RECREO,CESFAM RECREO,,,LUNES A JUEVES 09:00 - 16:00 VIERNES 09:00 A 15:00,,INTRAMURO,BIVALENTE E INFLUENZA,SI,
10-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,09-05-2024  CESFAM BARROS LUCO 08:30 A 16:00 (NEUMO-COVID-INFLU),,,,,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
10-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,09-05-2024  CESFAM RECREO 08:30 A 16:00 (NEUMO-COVID-INFLU),,,,,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
10-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,10-05-2024 CESFAM RECREO 08:30  A 15:00  (COVID-INFLEUNZA-NEUMO),,,,,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
10-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,10-05-2024 CESFAM BARROS LUCO 08:30 A 15:00  (COVID-INFLUENZA-NEUMO),,,,,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
23-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,22-05-2024 CESFAM BARROS LUCO 08:30 A 16:00 (COVID-INFLEUNZA-NEUMO),ANGEL GUARELLO 1319,,,22-05-2024 08:30 - 16:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
23-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,23-05-2024  CESFAM BARROS LUCO 08:30 A 16:00 (NEUMO-COVID-INFLU),ANGEL GUARELLO 1319,,,23-05-2024 08:30 A 16:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
23-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,23-05-2024  CESFAM RECREO 08:30 A 16:00 (NEUMO-COVID-INFLU),DARIOS SALAS 5270,,,23-05-2024 08:30 A 16:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
23-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,24-05-2024 CESFAM RECREO 08:30  A 15:00  (COVID-INFLEUNZA-NEUMO),DARIOS SALAS 5270,,,24-05-2024 08:30  A 15:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
23-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,24-05-2024 CESFAM BARROS LUCO 08:30 A 15:00  (COVID-INFLUENZA-NEUMO),ANGEL GUARELLO 1319,,,24-05-2024 08:30 A 15:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,CESFAM BARROS LUCO 08:30 A 16:00 (NEUMO-COVID-INFLU),ANGEL GUARELLO 1319,,,30-05-2024 08:30 A 16:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,CESFAM RECREO 08:30 A 16:00 (NEUMO-COVID-INFLU),DARIOS SALAS 5270,,,30-05-2024 08:30 A 16:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,CESFAM RECREO 08:30  A 15:00  (COVID-INFLEUNZA-NEUMO),DARIOS SALAS 5270,,,31-05-2024 9:00 A 14:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
29-05-2024,METROPOLITANA,SS. METROPOLITANO SUR,SAN MIGUEL,,CESFAM BARROS LUCO 08:30 A 15:00  (COVID-INFLUENZA-NEUMO),ANGEL GUARELLO 1319,,,31-05-2024 08:30 A 15:00,,EXTRAMURO,BIVALENTE E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO SUR ORIENTE,LA FLORIDA,14-304,CESFAM VILLA OHIGGINS,SANTA JULIA 870,-70.604.217,-33531236.0,LUNES A JUEVES DE 9:00 A 16:30 HRS VIERNES 9:00 A 15:30 HRS,NO,INTRAMURO,COVID E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO SUR ORIENTE,LA FLORIDA,14-305,CESFAM LOS QUILLAYES,JULIO CÉSAR 10905,,,LUNES A JUEVES DE 9:00 A 16:30 HRS VIERNES 9:00 A 15:30 HRS,NO,INTRAMURO,COVID E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO SUR ORIENTE,LA FLORIDA,14-303,CESFAM BELLAVISTA,PUDETO N° 7100,,,LUNES A JUEVES DE 9:00 A 16:30 HRS VIERNES 9:00 A 15:30 HRS;,NO,INTRAMURO,COVID E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO SUR ORIENTE,LA FLORIDA,14-334,CESFAM JOSE ALVO,BACTERIOLOGICO Nº10817,,,LUNES A JUEVES DE 9:00 A 16:30 HRS VIERNES 9:00 A 15:30 HRS,NO,INTRAMURO,COVID E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO SUR ORIENTE,LA FLORIDA,14-302,CESFAM LOS CASTAÑOS,DIAGONAL LOS CASTAÑOS Nº 5820,-70.582.012,-33557178.0,LUNES A JUEVES DE 9:00 A 16:30 HRS VIERNES 9:00 A 15:30 HRS,NO,INTRAMURO,COVID E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO SUR ORIENTE,LA FLORIDA,14-316,CESFAM DR. FDO. MAFFIOLETTI,AVDA. CENTRAL Nº301,-70.577.975,-33511875.0,LUNES A JUEVES DE 9:00 A 16:30 HRS VIERNES 9:00 A 15:30 HRS,NO,INTRAMURO,COVID E INFLUENZA,SI,
06-03-2024,METROPOLITANA,S.S. METROPOLITANO SUR ORIENTE,LA FLORIDA,14-324,CESFAM STA . AMALIA,SANTA AMALIA Nº 202,-70.578.515,-33560204.0,LUNES A JUEVES DE 9:00 A 16:00 HRS VIERNES 9:00 A 15:00 HRS,NO,INTRAMURO,COVID E INFLUENZA,SI,
